Series ID,Year,Period,Label,Value,3-Month % Change
APU0000708111,1997,M04,1997 Apr,1.081,-5.8
APU0000708111,1997,M05,1997 May,1.002,-11.5
APU0000708111,1997,M06,1997 Jun,0.952,-9.8
APU0000708111,1997,M07,1997 Jul,0.979,-9.4
APU0000708111,1997,M08,1997 Aug,1.061,5.9
APU0000708111,1997,M09,1997 Sep,1.009,6.0
APU0000708111,1997,M10,1997 Oct,1.018,4.0
APU0000708111,1997,M11,1997 Nov,1.090,2.7
APU0000708111,1997,M12,1997 Dec,1.172,16.2
APU0000708111,1998,M01,1998 Jan,1.120,10.0
APU0000708111,1998,M02,1998 Feb,1.073,-1.6
APU0000708111,1998,M03,1998 Mar,1.043,-11.0
APU0000708111,1998,M04,1998 Apr,1.061,-5.3
APU0000708111,1998,M05,1998 May,0.960,-10.5
APU0000708111,1998,M06,1998 Jun,0.932,-10.6
APU0000708111,1998,M07,1998 Jul,0.971,-8.5
APU0000708111,1998,M08,1998 Aug,1.053,9.7
APU0000708111,1998,M09,1998 Sep,1.022,9.7
APU0000708111,1998,M10,1998 Oct,1.048,7.9
APU0000708111,1998,M11,1998 Nov,1.077,2.3
APU0000708111,1998,M12,1998 Dec,1.089,6.6
APU0000708111,1999,M01,1999 Jan,1.053,0.5
APU0000708111,1999,M02,1999 Feb,1.078,0.1
APU0000708111,1999,M03,1999 Mar,1.005,-7.7
APU0000708111,1999,M04,1999 Apr,0.942,-10.5
APU0000708111,1999,M05,1999 May,0.900,-16.5
APU0000708111,1999,M06,1999 Jun,0.949,-5.6
APU0000708111,1999,M07,1999 Jul,0.880,-6.6
APU0000708111,1999,M08,1999 Aug,1.020,13.3
APU0000708111,1999,M09,1999 Sep,0.956,0.7
APU0000708111,1999,M10,1999 Oct,0.888,0.9
APU0000708111,1999,M11,1999 Nov,0.920,-9.8
APU0000708111,1999,M12,1999 Dec,0.920,-3.8
APU0000708111,2000,M01,2000 Jan,0.975,9.8
APU0000708111,2000,M02,2000 Feb,0.962,4.6
APU0000708111,2000,M03,2000 Mar,0.931,1.2
APU0000708111,2000,M04,2000 Apr,0.939,-3.7
APU0000708111,2000,M05,2000 May,0.852,-11.4
APU0000708111,2000,M06,2000 Jun,0.838,-10.0
APU0000708111,2000,M07,2000 Jul,0.868,-7.6
APU0000708111,2000,M08,2000 Aug,0.893,4.8
APU0000708111,2000,M09,2000 Sep,0.920,9.8
APU0000708111,2000,M10,2000 Oct,0.923,6.3
